PN,policycode
863158026727547,P1499
863158026703076,P1500
863158026729956,P1501
863158026724817,P1502
863158026730095,P1503
863158026721482,P1504
863158026724932,P1505
863158026714958,P1506
863158026711137,P1507
863158026719684,P1508
866699027796079,P1509
863158026714115,P1510
863158026721045,P1511
863158026713489,P1512
866699027790031,P1513
863158026725939,P1514
863158026730376,P1515
863158026717571,P1516
863158026723843,P1517
863158026711160,P1518
863158026723710,P1519
863158026703043,P1520
863158026702193,P1521
863158026717928,P1522
863158026711442,P1523
863158026724551,P1524
863158026718801,P1525
863158026724163,P1526
863158026710766,P1527
866699027795154,P1528
863158026711608,P1529
863158026712192,P1530
863158026720831,P1531
863158026729493,P1532
866699027788126,P1533
863158026723272,P1534
863158026721086,P1535
863158026720021,P1536
863158026725657,P1537
863158026728644,P1538
863158026727810,P1539
863158026715435,P1540
863158026726770,P1541
863158026720880,P1542
863158026720344,P1543
863158026722852,P1544
863158026718439,P1545
863158026720419,P1546
863158026719213,P1547
863158026731143,P1548
866699027788084,P1549
863158026713992,P1550
863158026732471,P1551
863158026730665,P1552
863158026701617,P1553
863158026721714,P1554
863158026713018,P1555
863158026709065,P1556
863158026710659,P1557
863158026726515,P1558
863158026709479,P1559
863158026714644,P1560
863158026719320,P1561
863158026730772,P1562
863158026703993,P1563
863158026725806,P1564
863158026727083,P1565
863158026732323,P1566
863158026717050,P1567
863158026734295,P1568
863158026713943,P1569
863158026725772,P1570
863158026725970,P1571
863158026728628,P1572
863158026732281,P1573
863158026723041,P1574
863158026720401,P1575
863158026710667,P1576
863158026720989,P1577
863158026719601,P1578
863158026725947,P1579
863158026722472,P1580
863158026711723,P1581
863158026731119,P1582
863158026718462,P1583
863158026714180,P1584
863158026720112,P1585
863158026728321,P1586
863158026730574,P1587
863158026710717,P1588
863158026732943,P1589
863158026715724,P1590
863158026722951,P1591
863158026706558,P1592
866699027789090,P1593
863158026720823,P1594
863158026728768,P1595
863158026703068,P1596
863158026727000,P1597
863158026730368,P1598
863158026711855,P1599
863158026716334,P1600
863158026722795,P1601
863158026719437,P1602
863158026732547,P1603
863158026726499,P1604
863158026728446,P1605
863158026722779,P1606
863158026720864,P1607
863158026718496,P1608
863158026734402,P1609
863158026713208,P1610
863158026727471,P1611
863158026710352,P1612
863158026725434,P1613
863158026721664,P1614
863158026707143,P1615
863158026704082,P1616
863158026718843,P1617
863158026707010,P1618
863158026712770,P1619
863158026710022,P1620
863158026708505,P1621
863158026722076,P1622
866699027796087,P1623
863158026734691,P1624
863158026718199,P1625
863158026722761,P1626
863158026719221,P1627
863158026721011,P1628
863158026705626,P1629
863158026721482,P1630
863158026707028,P1631
863158026701765,P1632
863158026706905,P1633
863158026729683,P1634
863158026723678,P1635
863158026714487,P1636
863158026723843,P1637
863158026727547,P1638
863158026717928,P1639
863158026715674,P1640
863158026718801,P1641
863158026724817,P1642
863158026703076,P1643
863158026714958,P1644
863158026720260,P1645
863158026719684,P1646
863158026714115,P1647
863158026717571,P1648
863158026725939,P1649
863158026711160,P1650
863158026713489,P1651
863158026730095,P1652
866699027790031,P1653
863158026730376,P1654
863158026723710,P1655
863158026702193,P1656
863158026703043,P1657
863158026724551,P1658
863158026711442,P1659
863158026724932,P1660
866699027795154,P1661
863158026711608,P1662
863158026725657,P1663
863158026722852,P1664
863158026719213,P1665
863158026732471,P1666
863158026711137,P1667
863158026718439,P1668
863158026724163,P1669
863158026703993,P1670
863158026726515,P1671
863158026720419,P1672
866699027788126,P1673
863158026715435,P1674
863158026719320,P1675
863158026720401,P1676
863158026720880,P1677
863158026731143,P1678
866699027788084,P1679
863158026720344,P1680
863158026704082,P1681
863158026710022,P1682
863158026718801,P1683
866699027795436,P1684
863158026706905,P1685
866699027796087,P1686
863158026718546,P1687
863158026719221,P1688
863158026723678,P1689
863158026714115,P1690
863158026703043,P1691
863158026721045,P1692
863158026721011,P1693
863158026701765,P1694
863158026728016,P1695
863158026711137,P1696
863158026725657,P1697
863158026731143,P1698
863158026719213,P1699
863158026730327,P1700
863158026732471,P1701
863158026718439,P1702
863158026720021,P1703
866699027788126,P1704
863158026727083,P1705
863158026711368,P1706
863158026721086,P1707
863158026725970,P1708
863158026717050,P1709
863158026730574,P1710
863158026720823,P1711
863158026722472,P1712
863158026708968,P1713
863158026713638,P1714
863158026718496,P1715
863158026704082,P1716
863158026711855,P1717
863158026721011,P1718
863158026720989,P1719
863158026722761,P1720
863158026701765,P1721
866699027796087,P1722
863158026713208,P1723
863158026716771,P1724
863158026706905,P1725
863158026719221,P1726
863158026719601,P1727
863158026714115,P1728
863158026729683,P1729
863158026727471,P1730
863158026720260,P1731
863158026703043,P1732
863158026711160,P1733
863158026730095,P1734
863158026721482,P1735
863158026711442,P1736
863158026711137,P1737
863158026703068,P1738
863158026729493,P1739
866699027795154,P1740
863158026711608,P1741
863158026724932,P1742
863158026723272,P1743
863158026731143,P1744
863158026721300,P1745
863158026720880,P1746
863158026724551,P1747
863158026717928,P1748
863158026720344,P1749
863158026727083,P1750
863158026719429,P1751
863158026719684,P1752
863158026726515,P1753
863158026719320,P1754
863158026730772,P1755
863158026717944,P1756
863158026732471,P1757
863158026730665,P1758
863158026701617,P1759
863158026723488,P1760
863158026719007,P1761
863158026709479,P1762
863158026710667,P1763
863158026732281,P1764
863158026731119,P1765
863158026730574,P1766
863158026720468,P1767
863158026720823,P1768
863158026706558,P1769
863158026732547,P1770
863158026725947,P1771
863158026722472,P1772
863158026719130,P1773
863158026722795,P1774
863158026707226,P1775
863158026730368,P1776
863158026728446,P1777
863158026720112,P1778
863158026718496,P1779
863158026722779,P1780
863158026713638,P1781
863158026720864,P1782
863158026714180,P1783
863158026707010,P1784
863158026718843,P1785
863158026723876,P1786
863158026710022,P1787
863158026712770,P1788
863158026711855,P1789
863158026720989,P1790
863158026704082,P1791
863158026707028,P1792
863158026705626,P1793
863158026720260,P1794
863158026719221,P1795
863158026706905,P1796
863158026721011,P1797
863158026723678,P1798
863158026701765,P1799
863158026729683,P1800
863158026703076,P1801
863158026724817,P1802
863158026724932,P1803
863158026727471,P1804
863158026721482,P1805
863158026714958,P1806
863158026711137,P1807
866699027796079,P1808
863158026714115,P1809
863158026721045,P1810
866699027790031,P1811
863158026730376,P1812
863158026723843,P1813
863158026723710,P1814
863158026707143,P1815
863158026703043,P1816
863158026711442,P1817
863158026724551,P1818
863158026718801,P1819
863158026710766,P1820
866699027795154,P1821
863158026712192,P1822
863158026711608,P1823
863158026729493,P1824
866699027788126,P1825
863158026723272,P1826
863158026721086,P1827
863158026720021,P1828
863158026725657,P1829
863158026718199,P1830
863158026717928,P1831
863158026719684,P1832
863158026722076,P1833
863158026715435,P1834
863158026720880,P1835
863158026720344,P1836
863158026722852,P1837
863158026707226,P1838
863158026710352,P1839
863158026727802,P1840
863158026721664,P1841
863158026720989,P1842
863158026717225,P1843
863158026718843,P1844
863158026707010,P1845
863158026708505,P1846
863158026725434,P1847
863158026719312,P1848
863158026734691,P1849
866699027796079,P1850
863158026714958,P1851
863158026723710,P1852
863158026729493,P1853
863158026711160,P1854
863158026711442,P1855
863158026723843,P1856
863158026718801,P1857
863158026722076,P1858
863158026724163,P1859
863158026727810,P1860
863158026720880,P1861
863158026706459,P1862
863158026712192,P1863
863158026722852,P1864
863158026713943,P1865
863158026715435,P1866
863158026703993,P1867
863158026725806,P1868
866699027788084,P1869
863158026719007,P1870
863158026725772,P1871
863158026732323,P1872
863158026732281,P1873
863158026720468,P1874
863158026710667,P1875
863158026706558,P1876
863158026723041,P1877
863158026720401,P1878
863158026732943,P1879
863158026718462,P1880
863158026715724,P1881
863158026710717,P1882
863158026728628,P1883
866699027789090,P1884
863158026732547,P1885
863158026730012,P1886
863158026725947,P1887
863158026727000,P1888
863158026717662,P1889
863158026728768,P1890
863158026716334,P1891
863158026719130,P1892
863158026720955,P1893
863158026707226,P1894
863158026728446,P1895
863158026719437,P1896
863158026728321,P1897
863158026726499,P1898
863158026721664,P1899
863158026731119,P1900
863158026728321,P1901
863158026718843,P1902
863158026727802,P1903
863158026711723,P1904
863158026712507,P1905
863158026722795,P1906
863158026728644,P1907
863158026710352,P1908
863158026722779,P1909
863158026720112,P1910
863158026730368,P1911
863158026714180,P1912
863158026734691,P1913
863158026725434,P1914
866699027795436,P1915
863158026708505,P1916
863158026707010,P1917
863158026710022,P1918
863158026717225,P1919
863158026712770,P1920
863158026717027,P1921
863158026719312,P1922
863158026715674,P1923
863158026718546,P1924
863158026723678,P1925
863158026715294,P1926
863158026730376,P1927
863158026705626,P1928
863158026707028,P1929
863158026729956,P1930
863158026703076,P1931
863158026707143,P1932
863158026727547,P1933
863158026714958,P1934
863158026724817,P1935
863158026723280,P1936
863158026725939,P1937
863158026723710,P1938
866699027790031,P1939
863158026723843,P1940
863158026708836,P1941
863158026712192,P1942
863158026724163,P1943
863158026722076,P1944
863158026721714,P1945
863158026720419,P1946
863158026730327,P1947
863158026708752,P1948
863158026706459,P1949
863158026718439,P1950
863158026720831,P1951
863158026709065,P1952
866699027788126,P1953
863158026728511,P1954
863158026711368,P1955
863158026716623,P1956
863158026713018,P1957
863158026713992,P1958
863158026717050,P1959
863158026714644,P1960
863158026734295,P1961
863158026719270,P1962
863158026726770,P1963
863158026716375,P1964
863158026710659,P1965
863158026721615,P1966
863158026715435,P1967
863158026709073,P1968
863158026714487,P1969
866699027788084,P1970
863158026710717,P1971
863158026703993,P1972
863158026725806,P1973
863158026728628,P1974
863158026732323,P1975
863158026728529,P1976
863158026725970,P1977
863158026721086,P1978
863158026722852,P1979
863158026713943,P1980
863158026725772,P1981
863158026732943,P1982
863158026715724,P1983
863158026720401,P1984
866699027789090,P1985
863158026728768,P1986
863158026718462,P1987
863158026727000,P1988
863158026716334,P1989
863158026719437,P1990
863158026726499,P1991
863158026711723,P1992
863158026710352,P1993
863158026718504,P1994
863158026717225,P1995
863158026725434,P1996
863158026708505,P1997
863158026734691,P1998
866699027796087,P1999
863158026725939,P2000
863158026730095,P2001
863158026711160,P2002
863158026724163,P2003
863158026720831,P2004
